short_name,region_code,station_id,long_name,label,lat,lon,station_type
Olgiate-C.-B.,1,S01514,OLGIATE-CALCO-BRIVIO,,45.729166,9.40377,3
Olmeneta,1,S01905,OLMENETA,,45.231099,10.03194,3
Orio Litta,1,S01870,ORIO LITTA,,45.166778,9.550592,3
Osnago,1,S01512,OSNAGO,,45.678532,9.386995,3
Ospedaletto Lod.,1,S01871,OSPEDALETTO LODIGIANO,,45.16933,9.575164,3
Ospitaletto Man.,1,S01922,OSPITALETTO MANTOVANO,,45.129748,10.604406,3
Ostiglia,1,S05304,OSTIGLIA,,45.072228,11.141059,3
Paderno Robbiate,1,S01502,PADERNO ROBBIATE,,45.678307,9.439202,3
PALAZZOLO S/O.,1,S01538,PALAZZOLO SULL`OGLIO,,45.601486,9.896235,3
Palestro,1,S00271,PALESTRO,,45.307274,8.534511,3
Palidano,1,S02343,PALIDANO,,44.972228,10.777412,3
Torre de' Picen.,1,S01918,TORRE DE` PICENARDI,,45.137198,10.286849,3
Torreberetti,1,S00039,TORREBERETTI,,45.060533,8.660431,3
Torrile S. Polo,1,S01853,TORRILE S. POLO,,44.885677,10.362814,4
Travedona Biand.,1,S01142,TRAVEDONA BIANDRONNO,,45.809601,8.696322,3
Trecella,1,S01706,TRECELLA,,45.512792,9.480674,3
Treviglio,1,S01708,TREVIGLIO,,45.515063,9.587919,3
Treviglio Ovest,1,S01601,TREVIGLIO OVEST,,45.521762,9.580281,3
Triuggio-P.A.,1,S01485,TRIUGGIO-PONTE ALBIATE,,45.658956,9.266961,3
Tromello,1,S00275,TROMELLO,,45.211988,8.872154,3
Valle Lomellina,1,S00037,VALLE LOMELLINA,,45.150588,8.685874,3
Lesmo,1,S01501,LESMO,,45.644745,9.309318,3
Lierna,1,S01413,LIERNA,,45.960973,9.303071,3
Lissone-Muggio',1,S01321,LISSONE-MUGGIO`,,45.60592,9.235368,3
Locate Triulzi,1,S01801,LOCATE TRIULZI,,45.35973,9.221398,3
Rogolo,1,S01423,ROGOLO,,46.138696,9.486985,3
Romano,1,S01711,ROMANO,,45.523839,9.753402,3
Romanore,1,S02337,ROMANORE,,45.063834,10.750997,3
Rovato,1,S01714,ROVATO,,45.55193,10.000924,3
Roverbella,1,S02333,ROVERBELLA,,45.252645,10.796795,3
S.A.Mantovano,1,S02334,S.ANTONIO MANTOVANO,,45.187447,10.785806,3
S.Cristina e Bis,1,S01866,S. CRISTINA E BISSONE,,45.160533,9.401006,3
Piacenza,1,S05000,PIACENZA,Piacenza,45.052238,9.70633,4
Pieve Albignola,1,S00402,PIEVE ALBIGNOLA,,45.116248,8.959723,3
Piona,1,S01406,PIONA,,46.124696,9.350759,3
Pizzighettone,1,S01911,PIZZIGHETTONE,,45.181772,9.777133,3
Besana,1,S01488,BESANA,,45.702824,9.28288,3
Besnate,1,S01145,BESNATE,,45.695409,8.761072,3
Bianzone,1,S01438,BIANZONE,,46.179383,10.112507,3
Biassono-Lesmo P,1,S01483,BIASSONO-LESMO PARCO,,45.632209,9.298408,3
Miradolo Terme,1,S01867,MIRADOLO TERME,,45.162007,9.449952,3
Mantova Frassine,1,S02380,MANTOVA FRASSINE,,45.150491,10.831007,3
Modena,1,S05032,MODENA,Modena,44.654461,10.930373,4
Moiana,1,S01456,MOIANA,,45.787082,9.255607,3
Molteno,1,S01458,MOLTENO,,45.780939,9.301683,3
Montello Gorlago,1,S01535,MONTELLO GORLAGO,,45.67017,9.808488,3
Pontida,1,S01526,PONTIDA,,45.730084,9.511632,3
Porto Ceresio,1,S01200,PORTO CERESIO,,45.903675,8.900357,3
Porto Valtrav.,1,S01116,PORTO VALTRAVAGLIA,,45.958219,8.674141,3
Tavazzano,1,S01824,TAVAZZANO,,45.32629,9.402748,3
Gallarate,1,S01030,GALLARATE,,45.659828,8.798243,3
Garlasco,1,S00276,GARLASCO,,45.198948,8.926829,3
Gazzo Pieve S.G.,1,S01917,GAZZO PIEVE S. GIACOMO,,45.137151,10.189922,3
Albano S.Aless.,1,S01534,ALBANO S.ALESSANDRO,,45.682744,9.768027,3
Albonese,1,S00033,ALBONESE,,45.297785,8.714601,3
S. Giacomo di T.,1,S01436,S. GIACOMO DI TEGLIO,,46.159722,10.027405,3
S.Giov. in Croce,1,S01849,S. GIOVANNI IN CROCE,,45.075783,10.377527,3
S.Giuletta,1,S01943,S.GIULETTA,,45.035719,9.179239,3
S. Giuliano Mil.,1,S01821,S. GIULIANO MILANESE,,45.391226,9.286418,3
S.Michele in B.,1,S01924,S.MICHELE IN BOSCO,,45.122404,10.57329,3
Poggio Rusco,1,S05308,POGGIO RUSCO,,44.981859,11.124627,3
Belgioioso,1,S01864,BELGIOIOSO,,45.16456,9.316875,3
Besozzo,1,S01141,BESOZZO,,45.842188,8.662997,3
Motta S.Damiano,1,S01862,MOTTA S. DAMIANO,,45.178344,9.219866,3
Nicorvo,1,S00273,NICORVO,,45.275462,8.6712,3
Novate-Mezzola,1,S01403,NOVATE-MEZZOLA,,46.216595,9.446573,3
Piadena,1,S01919,PIADENA,,45.127608,10.369962,3
Pinarolo Po,1,S01931,PINAROLO PO,,45.073415,9.170273,3
Pioltello Lim.,1,S01703,PIOLTELLO LIMITO,,45.486019,9.329319,3
Corteolona,1,S01865,CORTEOLONA,,45.159701,9.375477,3
Costa Masnaga,1,S01491,COSTA MASNAGA,,45.76343,9.285231,3
Crema,1,S01605,CREMA,,45.366864,9.694209,3
Dervio,1,S01408,DERVIO,,46.077709,9.30596,3
Desio,1,S01320,DESIO,,45.620112,9.218495,3
Varenna Esino,1,S01411,VARENNA ESINO,,46.015,9.286405,3
Varese,1,S01205,VARESE,Varese,45.816201,8.833089,3
Vercelli,1,S00245,VERCELLI,Vercelli,45.329909,8.416028,4
Vercurago S.Gir.,1,S01523,VERCURAGO S.GIROLAMO,,45.812122,9.422349,3
Verdello Dalmine,1,S01600,VERDELLO DALMINE,,45.605715,9.619797,3
Vergiate,1,S01027,VERGIATE,,45.717119,8.693187,3
Verolanuova,1,S01903,VEROLANUOVA,,45.324989,10.08388,3
Verona P.Nuova,1,S02430,VERONA PORTA NUOVA,Verona,45.428603,10.982377,4
Viadana Bresc.,1,S01842,VIADANA BRESCIANA,,45.373648,10.331792,3
Vidalengo,1,S01709,VIDALENGO,,45.517854,9.639676,3
Vigevano,1,S01061,VIGEVANO,,45.312712,8.861977,3
Vignate,1,S01704,VIGNATE,,45.493946,9.374083,3
Villa di Tirano,1,S01439,VILLA DI TIRANO,,46.196164,10.13033,3
Villa Raverio,1,S01487,VILLA RAVERIO,,45.690418,9.261549,3
Lodi,1,S01825,LODI,Lodi,45.308966,9.497585,3
Lonato,1,S02083,LONATO,,45.457204,10.486714,3
Luino,1,S01113,LUINO,,45.996643,8.737464,3
Lungavilla,1,S01806,LUNGAVILLA,,45.049837,9.068968,3
Macherio-C.,1,S01484,MACHERIO-CANONICA,,45.645533,9.286736,3
Macherio Sovico,1,S01500,MACHERIO SOVICO,,45.642485,9.266895,3
Maleo,1,S01910,MALEO,,45.170118,9.755201,3
Mandello del L.,1,S01415,MANDELLO DEL LARIO,,45.915208,9.322061,3
Manerbio,1,S01902,MANERBIO,,45.357212,10.132348,3
Mantova,1,S02336,MANTOVA,Mantova,45.158746,10.783165,3
Marcaria,1,S01921,MARCARIA,,45.124518,10.533651,3
Mede,1,S00406,MEDE,,45.095009,8.742594,3
Melegnano,1,S01822,MELEGNANO,,45.356321,9.319271,3
Melzo,1,S01705,MELZO,,45.502191,9.420653,3
Merone,1,S01454,MERONE,,45.781374,9.243772,3
Milano Certosa,1,S01640,MILANO CERTOSA,Milano,45.507019,9.133863,3
MI Greco Pirelli,1,S01326,MILANO GRECO PIRELLI,,45.51272,9.214456,3
Milano Lambrate,1,S01701,MILANO LAMBRATE,,45.484933,9.237333,3
MI P. Garibaldi,1,S01645,MILANO PORTA GARIBALDI,,45.484917,9.187683,3
MI P.Genova,1,S01631,MI.P.GENOVA,,45.453379,9.169303,3
MI P.ta Vittoria,1,S01633,MILANO PORTA VITTORIA,,45.459579,9.21813,3
MI S.Cristoforo,1,S01630,MILANO S. CRISTOFORO,,45.442404,9.130258,3
Chiasso,1,S01301,CHIASSO,,45.830736,9.03421,4
Corsico,1,S01064,CORSICO,,45.434688,9.105156,3
S. Cassiano V.,1,S01401,S. CASSIANO VALCHIAVENNA,,46.275438,9.397419,3
Sannazzaro,1,S00403,SANNAZZARO,,45.10554,8.905149,3
Gaggiano,1,S01063,GAGGIANO,,45.408827,9.031117,3
Lomello,1,S00405,LOMELLO,,45.117276,8.799121,3
Magenta,1,S01040,MAGENTA,,45.468204,8.880633,3
Verceia,1,S01404,VERCEIA,,46.202832,9.458412,3
MALP AT1,1,N00048,MALPENSA AEROPORTO T1,,45.627904,8.711085,3
Vanzago Pogliano,1,S01036,VANZAGO POGLIANO,,45.525216,8.995531,3
Milano Dateo,1,S01650,MILANO DATEO,,45.462341,9.209277,3
Bisuschio Viggiu,1,S01202,BISUSCHIO VIGGIU,,45.870658,8.887544,3
Arcene,1,S01608,ARCENE,,45.577162,9.606652,3
Levate,1,S01611,LEVATE,,45.626856,9.629984,3
Stezzano,1,S01612,STEZZANO,,45.659219,9.645288,3
Poz.Mart,1,S01722,POZZUOLO MARTESANA,,45.510567,9.459096,3
Pregnana,1,S01058,PREGNANA MILANESE,,45.511868,9.003943,3
Edolo,1,N00235,EDOLO,,46.179241,10.330333,3
Iseo,1,N00210,ISEO,,45.659518,10.047464,3
Bornato-Calino,1,N00207,BORNATO - CALINO,,45.590595,10.032942,3
Regoledo,1,S01410,REGOLEDO,,46.030574,9.292106,3
Renate-Veduggio,1,S01489,RENATE-VEDUGGIO,,45.728304,9.279834,3
Robbio,1,S00272,ROBBIO,,45.293542,8.597051,3
MI BOVISA FNM,1,S01642,MILANO BOVISA FNM,,45.502993,9.159235,3
MI Lancetti,1,S01643,MILANO LANCETTI,,45.492632,9.175832,3
MI P.ta Romana,1,S01632,MILANO PORTA ROMANA,,45.445844,9.213128,3
MI Venezia,1,S01649,MILANO VENEZIA,,45.471121,9.201889,3
Trecate,1,S00252,TRECATE,,45.428589,8.739561,4
Tresenda-A.-T.,1,S01437,TRESENDA-APRICA-TEGLIO,,46.162082,10.083754,3
Trezzano S.N.,1,S01065,TREZZANO S.N.,,45.422203,9.071196,3
Valmadrera,1,S01463,VALMADRERA,,45.846439,9.368183,3
Voghera,1,S01807,VOGHERA,,44.9978,9.007942,3
Sairano,1,S00408,SAIRANO,,45.138858,9.046868,3
Cantu',1,S01451,CANTU`,,45.752316,9.130321,3
Carate-Calo',1,S01486,CARATE-CALO`,,45.676451,9.252304,3
Segrate,1,S01715,SEGRATE,,45.480702,9.298873,3
Busto Arsizio,1,S01031,BUSTO ARSIZIO,,45.616164,8.865031,3
Camnago-Lentate,1,S01316,CAMNAGO-LENTATE,,45.668425,9.133451,3
Canegrate,1,S01034,CANEGRATE,,45.569235,8.926593,3
Cava Manara,1,S01804,CAVA MANARA,,45.144867,9.115332,3
MI P.Gar.Sott.,1,S01647,MI P.GAR.SOTT.,,45.484228,9.185122,3
Milano Rogoredo,1,S01820,MILANO ROGOREDO,Rogoredo,45.433866,9.2391,3
Dubino,1,S01405,DUBINO,,46.172802,9.432188,3
Tirano,1,S01440,TIRANO,,46.21539,10.166961,3
Paratico Sarnico,1,S01620,PARATICO SARNICO,,45.662478,9.961417,3
Capriolo,1,S01622,CAPRIOLO,,45.64556,9.933806,3
Asti,1,S00462,ASTI,Asti,44.89479,8.208112,4
Barbianello,1,S01932,BARBIANELLO,,45.07263,9.204165,3
Bergamo,1,S01529,BERGAMO,Bergamo,45.690271,9.675082,3
Ospitaletto T.,1,S01716,OSPITALETTO TRAVAGLIATO,,45.546042,10.074363,3
S. Pietro B.,1,S01428,S. PIETRO BERBENNO,,46.161347,9.740491,3
Villamaggiore,1,S01802,VILLAMAGGIORE,,45.32045,9.190674,3
Villanova d'Ard.,1,S00278,VILLANOVA D`ARDENGHI,,45.156982,9.037176,3
Villasanta,1,S01481,VILLASANTA,,45.603434,9.304923,3
Villetta Malagn.,1,S01916,VILLETTA MALAGNINO,,45.137019,10.111943,3
Visano,1,S01844,VISANO,,45.31531,10.363098,3
Vittuone Arluno,1,S01042,VITTUONE ARLUNO,,45.491054,8.947299,3
Zinasco Nuovo,1,S00401,ZINASCO NUOVO,,45.124555,8.999657,3
Madignano,1,S01610,MADIGNANO,,45.34383,9.730179,3
Poggiridenti,1,S01433,POGGIRIDENTI-TRESIVIO-PIATEDA,,46.166888,9.93382,3
Ponte d'Adda,1,S01912,PONTE D`ADDA,,45.184352,9.790737,3
Ponte in Valt.,1,S01434,PONTE IN VALTELLINA,,46.162631,9.975895,3
Ponte S.Marco,1,S02082,PONTE S.MARCO - CALCINATO,,45.473788,10.409018,3
Ponte S.Pietro,1,S01528,PONTE S.PIETRO,,45.69916,9.584322,3
Sori,2,S04712,SORI,,44.369795,9.106006,3
Taggia Arma,2,S04506,TAGGIA ARMA,,43.840764,7.835604,3
Varazze,2,S04531,VARAZZE,,44.356842,8.566682,3
Ventimiglia,2,S04501,VENTIMIGLIA,,43.792561,7.610224,2
Arcola,2,S06006,ARCOLA,,44.118651,9.914649,3
Acqui Terme,2,S00867,ACQUI TERME,,44.67407,8.474482,4
Airole,2,S04481,AIROLE,,43.870494,7.552757,3
Alassio,2,S04515,ALASSIO,,44.007889,8.17112,3
Albenga,2,S04516,ALBENGA,,44.04722,8.221663,3
Bogliasco,2,S04709,BOGLIASCO,,44.379207,9.066042,3
Bordighera,2,S04503,BORDIGHERA,,43.778313,7.663504,3
Borghetto S.S.,2,S04518,BORGHETTO SANTO SPIRITO,,44.109006,8.242346,3
Borgo Fornari,2,S04214,BORGO FORNARI PER VOLTAGGIO,,44.588379,8.938295,3
Busalla,2,S04215,BUSALLA,,44.57558,8.943611,3
Camogli S.F.,2,S04716,CAMOGLI SAN FRUTTUOSO,,44.348166,9.156743,3
Campoligure M.,2,S04105,CAMPOLIGURE MASONE,,44.530909,8.700878,3
Cavi,2,S04724,CAVI,,44.29354,9.37251,3
Celle,2,S04530,CELLE,,44.34246,8.542626,3
Ceriale,2,S04517,CERIALE,,44.098922,8.234216,3
Cervo S.Bartol.,2,S04512,CERVO SAN BARTOLOMEO,,43.923901,8.109704,3
Cogoleto,2,S04532,COGOLETO,,44.389762,8.643906,3
Corniglia,2,S04734,CORNIGLIA,,44.119938,9.711051,3
Deiva Marina,2,S04728,DEIVA MARINA,,44.217306,9.519022,3
Finale Ligure M.,2,S04522,FINALE LIGURE MARINA,,44.169116,8.34033,3
Framura,2,S04729,FRAMURA,,44.201903,9.555169,3
GE Acquasanta,2,S04107,GENOVA ACQUASANTA,,44.458757,8.773197,3
Genova Bolzaneto,2,S04218,GENOVA BOLZANETO,Bolzaneto,44.459208,8.900193,3
Genova Borzoli,2,S04109,GENOVA BORZOLI,Borzoli,44.434704,8.866648,3
Genova Granara,2,S04108,GENOVA GRANARA,,44.442055,8.823453,3
GE M. S.Limbania,2,S04603,GENOVA MARITTIMA S. LIMBANIA,,44.412808,8.911098,3
Genova Nervi,2,S04707,GENOVA NERVI,,44.381271,9.039895,3
Genova Pegli,2,S04536,GENOVA PEGLI,,44.426236,8.816767,3
Genova P.Princ.,2,S04700,GENOVA P.PRINCIPE,Genova,44.417784,8.9207,1
GE Pontedecimo,2,S04217,GENOVA PONTEDECIMO,,44.494189,8.905642,3
Genova Quarto,2,S04704,GENOVA QUARTO DEI MILLE,,44.388607,8.99597,3
Genova Rivarolo,2,S04219,GENOVA RIVAROLO,Rivarolo,44.435955,8.89106,3
GE Sampierdarena,2,S04220,GENOVA SAMPIERDARENA,Genova Sampierdarena,44.413102,8.887271,3
Genova Sturla,2,S04703,GENOVA STURLA,,44.397977,8.981466,3
Genova Vesima,2,S04540,GENOVA VESIMA,,44.416176,8.714099,3
Genova Voltri,2,S04534,GENOVA VOLTRI,,44.428467,8.758163,3
Isola del Cant.,2,S04210,ISOLA DEL CANTONE,,44.646589,8.957578,3
La Spezia C.le,2,S06000,LA SPEZIA CENTRALE,La Spezia,44.11141,9.813906,3
Laigueglia,2,S04514,LAIGUEGLIA,,43.981283,8.158685,3
Lavagna,2,S04723,LAVAGNA,,44.305677,9.346371,3
Levanto,2,S04731,LEVANTO,,44.174167,9.616018,3
Loano,2,S04519,LOANO,,44.122429,8.254523,3
Mele,2,S04106,MELE,,44.472797,8.733953,3
Mignanego,2,S04212,MIGNANEGO,,44.539031,8.929951,3
Moneglia,2,S04727,MONEGLIA,,44.242449,9.486957,3
Monterosso,2,S04732,MONTEROSSO,,44.145967,9.649009,3
Olivetta S.M.,2,S04480,OLIVETTA SAN MICHELE,,43.878345,7.535066,3
Ovada,2,S04103,OVADA,,44.630377,8.632301,4
Piano Orizzont.,2,S04216,PIANO ORIZZONTALE DEI GIOVI,,44.530912,8.9192,3
Pietrabissara,2,S04209,PIETRABISSARA,,44.658637,8.926969,3
Pieve Ligure,2,S04711,PIEVE LIGURE,,44.372644,9.090975,3
S.Stefano Magra,2,S06170,S. STEFANO DI MAGRA,,44.156857,9.915202,3
F00007,2,F00007,F00007,,44.223552,8.230133,4
F00008,2,F00008,F00008,,43.972063,10.262604,4
Imperia,2,S04523,IMPERIA,Imperia,43.88051,8.019182,1
GE Costa Sestri,2,S04110,GENOVA COSTA DI SESTRI PONENTE,,44.433535,8.84553,3
Genova Quinto,2,S04705,GENOVA QUINTO AL MARE,,44.385184,9.020514,3
GE Via Francia,2,S04223,GENOVA VIA DI FRANCIA,,44.411126,8.90192,3
F00049,2,F00049,F00049,,44.418578,8.576088,4
Biv/Pc Arcola,2,S06008,BIVIO/PC ARCOLA,,44.074771,10.015803,3
Borgio Verezzi,2,S04521,BORGIO VEREZZI,,44.157722,8.30908,3
Genova P.P.Sott.,2,S04701,GENOVA P. PRINCIPE SOTTERRANEA,,44.414803,8.918041,3
Cairo Montenotte,2,S00879,CAIRO MONTENOTTE,,44.394747,8.278786,3
Cengio,2,S00745,CENGIO,,44.390798,8.191824,3
Albisola,2,S04529,ALBISOLA,,44.33469,8.512092,3
Savona Marittima,2,S04800,SAVONA MARITTIMA,,44.308777,8.488243,3
Spotorno Noli,2,S04526,SPOTORNO NOLI,,44.226528,8.410932,3
Vallecrosia,2,S04502,VALLECROSIA,,43.787619,7.634997,3
Vernazza,2,S04733,VERNAZZA,,44.134963,9.684804,3
Zoagli,2,S04721,ZOAGLI,,44.33546,9.269126,3
Bragno,2,S04803,BRAGNO,,44.371679,8.304473,3
GE Cornigliano,2,S04538,GENOVA CORNIGLIANO,,44.414752,8.865035,3
Pietra Ligure,2,S04520,PIETRA LIGURE,,44.145345,8.277403,3
S.Margherita,2,S04718,S. MARGHERITA LIGURE PORTOFINO,,44.33676,9.216673,3
Genova Pra,2,S04535,GENOVA PRA,,44.426874,8.785356,3
Genova Sestri P.,2,S04537,GENOVA SESTRI PONENTE,,44.422374,8.847707,3
Genova Brignole,2,S04702,GENOVA BRIGNOLE,,44.407213,8.947553,3
Pontetto,2,S04710,PONTETTO,,44.377309,9.07696,3
Mulinetti,2,S04713,MULINETTI,,44.362614,9.129499,3
Chiavari,2,S04722,CHIAVARI,,44.315156,9.322464,3
Riva Trigoso,2,S04726,RIVA TRIGOSO,,44.26391,9.429277,3
Bonassola,2,S04730,BONASSOLA,,44.184867,9.582673,3
Manarola,2,S04735,MANAROLA,,44.109904,9.727401,3
Ferrania,2,S04804,FERRANIA,,44.365136,8.328885,3
Maschio,2,S04811,MASCHIO,,44.326605,8.436686,3
Vezzano Ligure,2,S06171,VEZZANO LIGURE,Vezzano,44.127081,9.88928,3
Ponzano Magra,2,S06200,PONZANO MAGRA,,44.136227,9.934115,3
Genova S.Biagio,2,S04222,GENOVA S.BIAGIO,,44.484399,8.900854,3
Pont,2,S00890,PONT,,45.420436,7.60442,3
Dego,2,S00877,DEGO,,44.448003,8.308469,3
Piana,2,S00876,PIANA,,44.486383,8.308796,3
Pisa Centrale,2,S06500,PISA CENTRALE,Pisa,43.70794,10.398183,4
Ca'di Boschetti,2,S06044,CA` DI BOSCHETTI,,44.117925,9.857449,3
Rocchetta Cairo,2,S00878,ROCCHETTA CAIRO,,44.427477,8.295356,3
La Spezia Migl.,2,S06004,LA SPEZIA MIGLIARINA,,44.123391,9.84028,3
La Spezia Mar.,2,S06002,LA SPEZIA MARITTIMA,,44.110694,9.837445,3
Sarzana,2,S06007,SARZANA,,44.108865,9.960657,3
Parma,2,S05014,PARMA,Parma,44.810203,10.32837,4
Altare,2,S04810,ALTARE,,44.336169,8.332753,3
Arenzano,2,S04533,ARENZANO,,44.403089,8.678322,3
Arquata Scrivia,2,S04207,ARQUATA SCRIVIA,,44.692533,8.885342,4
Bevera,2,S04482,BEVERA,,43.825303,7.579157,3
Ceva,2,S00742,CEVA,,44.389861,8.031958,4
Breil Sur Roya,2,S00622,BREIL SUR ROYA,,43.890267,7.530915,4
Quiliano Vado,2,S04527,QUILIANO VADO,,44.279933,8.435562,3
Rapallo,2,S04720,RAPALLO,,44.351398,9.231282,3
Recco,2,S04714,RECCO,,44.361215,9.146788,3
Riomaggiore,2,S04736,RIOMAGGIORE,,44.105203,9.729105,3
Ronco Scrivia,2,S04211,RONCO SCR.,,44.614537,8.949421,3
Rossiglione,2,S04104,ROSSIGLIONE,,44.566955,8.668051,3
S.Giuseppe di C.,2,S04805,SAN GIUSEPPE DI CAIRO,,44.370096,8.28864,3
Sanremo,2,S04505,SANREMO,,43.821269,7.766693,3
Santuario,2,S04802,SANTUARIO,,44.34607,8.435756,3
Savona,2,S04801,SAVONA,Savona,44.306892,8.470259,1
Sestri Levante,2,S04725,SESTRI LEVANTE,,44.27626,9.397651,3
S.Silvestro,3,S00173,S.SILVESTRO,,45.19366,8.148095,3
Settimo,3,S00229,SETTIMO,,45.139834,7.769335,3
Sezzadio,3,S00862,SEZZADIO,,44.800082,8.549772,3
Chiusano Cossom.,3,S00429,CHIUSANO COSSOMBRONE,,44.985034,8.128822,3
Collegno,3,S00217,COLLEGNO,,45.078854,7.574131,3
Priola,3,S00923,PRIOLA,,44.248694,8.023429,3
Rovasenda,3,S00053,ROVASENDA,,45.537291,8.317376,3
S. Ambrogio,3,S00213,S. AMBROGIO,,45.101161,7.360933,3
Isola d'Asti,3,S00347,ISOLA D`ASTI,,44.830605,8.175113,3
Manta,3,S00700,MANTA,,44.620887,7.494166,3
Torre S.Giorgio,3,S00545,TORRE S.GIORGIO,,44.737375,7.525461,3
Tronzano,3,S00239,TRONZANO,,45.342929,8.168395,3
F00009,3,F00009,F00009,,45.682678,8.554745,4
Vaprio d'Agogna,3,S00022,VAPRIO D`AGOGNA,,45.599085,8.536862,3
Borgo S.Martino,3,S00315,BORGO S.MARTINO,,45.087083,8.520661,3
Cambiano Santena,3,S00456,CAMBIANO SANTENA,,44.966491,7.773225,3
F00010,3,F00010,F00010,,45.720563,8.572941,4
F00047,3,F00047,F00047,,45.065762,6.860161,4
Villanova,3,S00458,VILLANOVA,,44.963159,7.947136,3
Torino P. Susa,3,S00035,TORINO PORTA SUSA,,45.075906,7.667673,3
Marano Ticino,3,S00983,MARANO TICINO,,45.629485,8.626172,3
Meina,3,S01019,MEINA,,45.794389,8.535452,3
Merana,3,S00875,MERANA,,44.519368,8.298327,3
Mercenasco,3,S00156,MERCENASCO,,45.353436,7.886405,3
Villastellone,3,S00600,VILLASTELLONE,,44.920531,7.749572,3
Voghera,3,S01807,VOGHERA,,44.9978,9.007942,4
Pieve Vergonte,3,S00004,PIEVE VERGONTE,,46.009783,8.276298,3
Borgo S.Dalmazzo,3,S00613,BORGO SAN DALMAZZO,,44.326249,7.486111,3
Bruzolo,3,S00209,BRUZOLO,,45.131032,7.201497,3
Casaleggio,3,S00972,CASALEGGIO,,45.491298,8.490369,3
Cassine,3,S00864,CASSINE,,44.751513,8.533613,3
Castelletto Tic.,3,S01123,CASTELLETTO TICINO,,45.710757,8.638259,3
Castel.d'Annone,3,S00465,CASTELLO D`ANNONE,,44.878742,8.312724,3
Castellazzo C.,3,S04000,CASTELLAZZO CASALCERMELLI,,44.843839,8.589645,3
Rovasenda Alta,3,S00056,ROVASENDA ALTA,,45.537368,8.316722,3
Buronzo,3,S00054,BURONZO,,45.47179,8.2667,3
Caluso,3,S00158,CALUSO,,45.303194,7.902568,3
Candia Canavese,3,S00157,CANDIA CANAVESE,,45.329824,7.891819,3
Cavallermaggiore,3,S00603,CAVALLERMAGGIORE,,44.708147,7.692108,3
Cercenasco,3,S00541,CERCENASCO,,44.864897,7.495302,3
Roccagrimalda,3,S04006,ROCCAGRIMALDA,,44.675247,8.656154,3
San Giacomo,3,S04005,SAN GIACOMO,,44.687745,8.663185,3
Torino Dora,3,S00224,TORINO DORA,,45.090085,7.677853,3
Dormelletto,3,S01025,DORMELLETTO,,45.7233,8.581906,3
Eca Nasago',3,S00926,ECA NASAGO`,,44.160769,7.965137,3
Terzo Montabone,3,S00869,TERZO MONTABONE,,44.671932,8.428705,3
TO Lingotto,3,S00452,TORINO LINGOTTO,,45.0266,7.657469,3
Torino S.Paolo,3,S00223,TORINO S. PAOLO,,45.054519,7.639557,3
Torino sm. Nord,3,S00450,TORINO SMISTAMENTO NORD,,45.042785,7.666626,3
Torino Stura,3,S00228,TORINO STURA,,45.121932,7.713202,3
Tonco Alfiano,3,S00342,TONCO ALFIANO,,45.012659,8.216858,3
Torino P.Nuova,3,S00219,TORINO P.NUOVA,Torino,45.060969,7.67747,1
Torrazza,3,S00234,TORRAZZA P.,,45.211855,7.970255,3
Carbonara Scriv.,3,S04300,CARBONARA SCRIVIA,,44.860173,8.853772,3
Alba,3,S00825,ALBA,,44.697713,8.030629,3
Asti,3,S00462,ASTI,Asti,44.89479,8.208112,3
Biv. M. Olmo,3,S00029,BIVIO MADONNA DELL`OLMO,,44.414078,7.546234,3
Beaulard,3,S00203,BEAULARD,,45.046495,6.759713,3
Morano Po,3,S00177,MORANO SUL PO,,45.170793,8.366168,3
Mussotto,3,S00824,MUSSOTTO,,44.713227,8.015194,3
Omegna Crusin.,3,S00008,OMEGNA CRUSINALLO,,45.898138,8.413929,3
Beura Cardezza,3,S01007,BEURA CARDEZZA,,46.068341,8.289627,3
Madonna d. Scala,3,S00501,MADONNA DELLA SCALA,,44.993686,7.780994,3
Torino Orb.f.Sud,3,S00220,TORINO ORBASSANO FASCIO SUD,,45.032898,7.576125,3
Villafranca C.,3,S00459,VILLAFRANCA C.,,44.908916,8.043692,3
Villafranca P.,3,S00543,VILLAFRANCA P.,,44.786739,7.510077,3
Vogogna Ossola,3,S01008,VOGOGNA OSSOLA,,46.005883,8.294664,3
Monastero Prat.,3,S00721,MONASTERO PRATAVECCHI,,44.484517,7.44679,3
Felizzano,3,S00468,FELIZZANO,,44.893367,8.437155,3
Pogliola,3,S00904,POGLIOLA,,44.399796,7.75057,3
Pombia,3,S01125,POMBIA,,45.649547,8.637037,3
Pontecurone,3,S01809,PONTECURONE,,44.962014,8.929717,3
Ponti,3,S00871,PONTI,,44.629979,8.365262,3
Ponzana,3,S00247,PONZANA,,45.402685,8.522689,3
Portacomaro,3,S00344,PORTACOMARO,,44.957169,8.224345,3
Porto Varallo P.,3,S01124,PORTO VARALLO POMBIA,,45.677697,8.638383,3
Solero,3,S00469,SOLERO,,44.915886,8.51043,3
Strambino,3,S00155,STRAMBINO,,45.382508,7.887955,3
Susa,3,S00260,SUSA,,45.138622,7.052311,3
Ghislarengo,3,S00974,GHISLARENGO,,45.526006,8.379453,3
Giarole,3,S00316,GIAROLE,,45.056125,8.5609,3
Magliano C.M.,3,S00951,MAGLIANO CRAVA MOROZZO,,44.445259,7.777852,3
