short_name,region_code,station_id,long_name,label,lat,lon,station_type
S. Germano Verc.,3,S00243,S. GERMANO VERCELLESE,,45.353603,8.249958,3
S.Giorgio Casale,3,S00336,S.GIORGIO CASALE,,45.101495,8.412858,3
S.Giuliano Piem.,3,S01941,S.GIULIANO PIEMONTE,,44.890543,8.760933,3
Pocapaglia,3,S00842,POCAPAGLIA,,44.701066,7.892496,3
Baveno,3,S01015,BAVENO,,45.909105,8.502121,3
Biella Chiavazza,3,S00970,BIELLA CHIAVAZZA,Biella,45.568084,8.066787,3
Moretta,3,S00544,MORETTA,,44.765514,7.530303,3
Nibbia,3,S00976,NIBBIA,,45.481363,8.557993,3
Nizza Monferrato,3,S00834,NIZZA MONFERRATO,,44.772905,8.361146,3
None,3,S00513,NONE,,44.938011,7.540068,3
P.C. Meana,3,S00207,PC. MEANA,,45.124481,7.059748,3
Pertengo,3,S00311,PERTENGO,,45.233305,8.426739,3
Piedimulera,3,S00003,PIEDIMULERA,,46.024348,8.261237,3
Cuneo Gesso,3,S00611,CUNEO GESSO,,44.394234,7.556017,3
Cureggio,3,S00051,CUREGGIO,,45.672538,8.456282,3
Varallo Pombia,3,S00982,VARALLO POMBIA,,45.670032,8.620047,3
Varallo Sesia,3,S00100,VARALLO SESIA,,45.815227,8.256606,3
Verbania,3,S01013,VERBANIA-PALLANZA,Verbania-Pallanza,45.943821,8.47224,3
Vercelli,3,S00245,VERCELLI,Vercelli,45.329909,8.416028,3
Vergnasco,3,S00073,VERGNASCO,,45.489282,8.091687,3
Vernante,3,S00616,VERNANTE,,44.244639,7.535986,3
Verolengo,3,S00170,VEROLENGO,,45.193107,7.969511,3
Verzuolo,3,S00701,VERZUOLO,,44.598767,7.48724,3
Vespolate,3,S00031,VESPOLATE,,45.351517,8.671947,3
Vicoforte S.M.,3,S00953,VICOFORTE SAN MICHELE,,44.37404,7.894687,3
Vigliano Candelo,3,S00977,VIGLIANO CANDELO,,45.557517,8.108475,3
Vigliano d'Asti,3,S00802,VIGLIANO D`ASTI,,44.827335,8.218271,3
Vignale,3,S00021,VIGNALE,,45.478989,8.613132,3
Vigone,3,S00542,VIGONE,,44.846923,7.491123,3
Villadossola,3,S00001,VILLADOSSOLA,,46.064151,8.264675,3
Luserna S.Giov.,3,S00523,LUSERNA S. GIOVANNI,,44.815842,7.246902,3
Maddalene,3,S00607,MADDALENE,,44.518734,7.648022,3
Madonna del P.,3,S00820,MADONNA DEL PILONE,,44.695347,7.747639,3
Margarita,3,S00902,MARGARITA,,44.380082,7.685738,3
Mergozzo,3,S01012,MERGOZZO,,45.961303,8.440881,3
Pinerolo Olimpi.,3,S00082,PINEROLO OLIMPICA,,44.893325,7.349043,3
Crescentino,3,S00172,CRESCENTINO,,45.194302,8.107175,3
Cressa Fontaneto,3,S00017,CRESSA FONTANETO,,45.646331,8.498435,3
Cuneo,3,S00610,CUNEO,Cuneo,44.387914,7.536235,3
Cunico Scandel.,3,S00427,CUNICO SCANDELUZZA,,45.036947,8.11007,3
Cuzzago,3,S01010,CUZZAGO,,45.993682,8.373989,3
Domodossola,3,S01003,DOMODOSSOLA,,46.115429,8.296684,2
Domo II,3,S01004,DOMO II,,46.071396,8.286899,3
Dormelletto P.,3,S00980,DORMELLETTO PAESE,,45.730032,8.574324,3
Dronero,3,S00722,DRONERO,,44.464974,7.423245,3
Exilles,3,S00251,EXILLES,,45.08999,6.927344,3
Fara,3,S00112,FARA,,45.550556,8.458049,3
Farigliano,3,S00737,FARIGLIANO,,44.513337,7.90947,3
Nichelino,3,S00511,NICHELINO,,44.99132,7.642068,3
Niella,3,S00739,NIELLA,,44.415377,7.926365,3
Novara,3,S00248,NOVARA,Novara,45.451376,8.624895,3
Nucetto,3,S00920,NUCETTO,,44.338871,8.061386,3
Olcenengo,3,S00244,OLCENENGO,,45.34147,8.310096,3
Oleggio,3,S00984,OLEGGIO,,45.598029,8.632586,3
Omegna,3,S00010,OMEGNA,,45.87179,8.413291,3
Ornavasso,3,S00006,ORNAVASSO,,45.970296,8.415892,3
Orta Miasino,3,S00012,ORTA MIASINO,,45.795865,8.421217,3
Oulx Ce.Cl.Ses.,3,S00204,OULX CESANA CLAVIERE SESTRIERE,,45.038789,6.831432,3
Oviglio,3,S00840,OVIGLIO,,44.859537,8.494998,3
Ozzano Monfer.,3,S00337,OZZANO MONFERRATO,,45.107581,8.372296,3
Palazzolo Verc.,3,S00175,PALAZZOLO VERCELLESE,,45.189004,8.232787,3
Pallanzeno,3,S00002,PALLANZENO,,46.043533,8.260645,3
Torre Pellice,3,S00524,TORRE PELLICE,,44.818929,7.225901,3
Torreberetti,3,S00039,TORREBERETTI,,45.060533,8.660431,4
Trappa,3,S00925,TRAPPA,,44.185375,7.994435,3
Trinita' B. V.,3,S00950,TRINITA` BENE VAGIENNA,,44.504656,7.752647,3
Trino Verc.,3,S00176,TRINO VERCELLESE,,45.190066,8.294093,3
Trofarello,3,S00455,TROFARELLO,,44.980471,7.735206,3
Valenza,3,S00041,VALENZA,,45.023527,8.625808,3
Valmadonna,3,S00042,VALMADONNA,,44.972588,8.610667,3
Livorno Ferraris,3,S00237,LIVORNO FERRARIS,,45.283402,8.073493,3
Limone,3,S00617,LIMONE,,44.203799,7.577912,3
Rocchetta T.C.,3,S00466,ROCCHETTA TANARO CERRO,,44.875574,8.351402,3
Rodallo,3,S00159,RODALLO,,45.278714,7.878025,3
Romagnano Sesia,3,S00109,ROMAGNANO SESIA,,45.629888,8.384581,3
Rosta,3,S00215,ROSTA,,45.078397,7.463963,3
S.Anna Rob.,3,S00434,S.ANNA ROBELLA,,45.074464,8.08568,3
S. Ant. di Sal.,3,S00236,S. ANTONINO DI SALUGGIA,,45.253967,8.039728,3
S. Antonino Vaie,3,S00211,S. ANTONINO VAIE,,45.109469,7.275931,3
S.Benigno di C.,3,S00609,S.BENIGNO DI CUNEO,,44.461002,7.572712,3
S.Damiano d'Asti,3,S00461,S. DAMIANO D`ASTI,,44.878914,8.125956,3
Pessione,3,S00457,PESSIONE,,44.965132,7.841321,3
Pettenasco,3,S00011,PETTENASCO,,45.820498,8.406802,3
Pianfei,3,S00903,PIANFEI,,44.385228,7.717109,3
Pievetta,3,S00922,PIEVETTA,,44.257449,8.021744,3
Pinerolo,3,S00517,PINEROLO,,44.887673,7.337402,3
Piscina di Pin.,3,S00515,PISCINA DI PINEROLO,,44.921744,7.425482,3
Bergamasco,3,S00838,BERGAMASCO,,44.819891,8.461447,3
Bianze',3,S00238,BIANZE`,,45.309488,8.115523,3
Bibiana,3,S00522,BIBIANA,,44.809941,7.285727,3
Monbaldone Rocc.,3,S00873,MOMBALDONE ROCCAVERANO,,44.569891,8.332781,3
Mombaruzzo,3,S00808,MOMBARUZZO,,44.76235,8.441006,3
Momo,3,S00019,MOMO,,45.574646,8.55689,3
Moncalieri,3,S00453,MONCALIERI,,44.998187,7.678027,3
Moncalvo,3,S00340,MONCALVO,,45.059463,8.261905,3
Monchiero Dogl.,3,S00735,MONCHIERO DOGLIANI,,44.571815,7.917635,3
MONDOVI',3,S00952,MONDOVI`,,44.398255,7.816339,3
Mongardino,3,S00801,MONGARDINO,,44.84161,8.207411,3
Montalto Dora,3,S00153,MONTALTO DORA,,45.490309,7.858986,3
Montanaro,3,S00160,MONTANARO,,45.232674,7.858331,3
Montechiaro d'A.,3,S00428,MONTECHIARO D`ASTI,,44.999849,8.10982,3
Montechiaro D.,3,S00872,MONTECHIARO DENICE,,44.600827,8.352185,3
Montegrosso,3,S00803,MONTEGROSSO,,44.818465,8.239171,3
Fossano,3,S00606,FOSSANO,,44.550231,7.717971,3
Gamalero,3,S00861,GAMALERO,,44.817476,8.543427,3
MONC. SANGONE,3,S00510,MONCALIERI SANGONE,,45.000393,7.667991,3
SANTHIA',3,S00240,SANTHIA`,,45.363726,8.180093,3
Penango,3,S00341,PENANGO,,45.032254,8.235138,3
Monteu da Po,3,S00422,MONTEU DA PO,,45.158353,8.022925,3
Monticello d'A.,3,S00823,MONTICELLO D`ALBA,,44.703736,7.965002,3
Montiglio Muris.,3,S00426,MONTIGLIO MURISENGO,,45.067664,8.106913,3
Mortara,3,S00034,MORTARA,,45.252171,8.731639,4
Narzole,3,S00734,NARZOLE,,44.598377,7.881597,3
Neive,3,S00827,NEIVE,,44.723048,8.121071,3
Calamandrana,3,S00833,CALAMANDRANA,,44.738986,8.331572,3
Caltignaga,3,S00020,CALTIGNAGA,,45.519167,8.591602,3
Prato Sesia,3,S00108,PRATO SESIA,,45.646472,8.370476,3
Premosello Ch.,3,S01009,PREMOSELLO CHIOVENDA,,46.002188,8.326649,3
Quarona,3,S00102,QUARONA,,45.763547,8.266603,3
Quincinetto,3,S00150,QUINCINETTO,,45.567295,7.809711,3
Racconigi,3,S00602,RACCONIGI,,44.771179,7.685681,3
Rho,3,S01037,RHO,,45.523813,9.043563,4
Robilante,3,S00615,ROBILANTE,,44.296496,7.510906,3
Roccaciglie',3,S00740,ROCCACIGLIE`,,44.425831,7.95274,3
Roccadebaldi,3,S00905,ROCCADEBALDI,,44.410446,7.780449,3
Roccavione,3,S00614,ROCCAVIONE,,44.314445,7.485361,3
Gozzano,3,S00015,GOZZANO,,45.741039,8.438726,3
Gravellona Toce,3,S00007,GRAVELLONA TOCE,,45.934051,8.428346,3
Grignasco,3,S00106,GRIGNASCO,,45.683288,8.332913,3
Incisa Scapacc.,3,S00835,INCISA SCAPACCINO,,44.80052,8.388468,3
Ivrea,3,S00154,IVREA,,45.461542,7.876348,3
Lauriano,3,S00421,LAURIANO,,45.160761,7.998531,3
Lesa,3,S01018,LESA,,45.833042,8.566471,3
Baldichieri,3,S00460,BALDICHIERI,,44.899204,8.091198,3
Balzola,3,S00178,BALZOLA,,45.173985,8.402174,3
Bandito,3,S00732,BANDITO,,44.722075,7.819452,3
Bardonecchia,3,S00202,BARDONECCHIA,,45.076447,6.709959,4
Bastia Mondovi',3,S00908,BASTIA MONDOVI`,,44.439398,7.891671,3
Bazzana,3,S00807,BAZZANA,,44.777094,8.401557,3
Beinette,3,S00901,BEINETTE,,44.36782,7.644884,3
Belgirate,3,S01017,BELGIRATE,,45.843337,8.570821,3
Bellinzago,3,S00985,BELLINZAGO,,45.566681,8.627652,3
S.Paolo Solbrito,3,S00463,S. PAOLO SOLBRITO,,44.951753,7.975779,3
S.Sebastiano,3,S00420,S.SEBASTIANO PO,,45.167102,7.953781,3
S.Stefano Belbo,3,S00831,S.STEFANO BELBO,,44.71714,8.241233,3
S.Vittoria,3,S00822,S.VITTORIA,,44.69561,7.916909,3
Salbertrand,3,S00205,SALBERTRAND,,45.073478,6.887428,3
Sale Langhe,3,S00743,SALE LANGHE,,44.392425,8.077468,3
Saliceto,3,S00744,SALICETO,,44.404437,8.172887,3
Saluggia,3,S00235,SALUGGIA,,45.23443,8.017112,3
Salussola,3,S00074,SALUSSOLA,,45.44438,8.115195,3
Sandigliano,3,S00072,SANDIGLIANO,,45.519652,8.081531,3
Sanfre',3,S00731,SANFRE`,,44.74799,7.796793,3
Comignago,3,S00050,COMIGNAGO,,45.714296,8.566362,3
Condove,3,S00212,CONDOVE,,45.106689,7.317022,3
Savigliano,3,S00604,SAVIGLIANO,,44.651337,7.663748,3
Scalenghe,3,S00540,SCALENGHE,,44.89018,7.490745,3
Serralunga Cer.,3,S00338,SERRALUNGA CERESETO,,45.100914,8.30742,3
Serravalle d'A.,3,S00431,SERRAVALLE D`ASTI,,44.948019,8.14808,3
Sesto Calende,3,S01026,SESTO CALENDE,,45.726241,8.628135,4
Settime C.M.,3,S00430,SETTIME CINAGLIO MOMBARONE,,44.966229,8.128853,3
Settimo Tavagn.,3,S00151,SETTIMO TAVAGNASCO,,45.546214,7.825189,3
Sillavengo,3,S00978,SILLAVENGO,,45.521303,8.444987,3
Sizzano,3,S00111,SIZZANO,,45.573834,8.436024,3
Sommariva Bosco,3,S00730,SOMMARIVA BOSCO,,44.770754,7.777086,3
Spigno,3,S00874,SPIGNO,,44.539437,8.317924,3
Spinetta,3,S01940,SPINETTA,,44.882378,8.683146,3
Stresa,3,S01016,STRESA,,45.884486,8.531454,3
Strevi,3,S00866,STREVI,,44.697771,8.525525,3
Suno,3,S00018,SUNO,,45.620435,8.519344,3
Lesegno,3,S00954,LESEGNO,,44.385891,7.94266,3
Fontanetto Po,3,S00174,FONTANETTO PO,,45.191238,8.188697,3
Cossato,3,S00973,COSSATO,,45.564216,8.175964,3
Costigliole,3,S00348,COSTIGLIOLE (MOTTA DI),,44.807559,8.145712,3
Costigliole d'A.,3,S00829,COSTIGLIOLE D`ASTI,,44.754882,8.20477,3
Costigliole Sal.,3,S00702,COSTIGLIOLE SALUZZO,,44.570196,7.482075,3
Garbagna,3,S00030,GARBAGNA,,45.385552,8.66627,3
Garessio,3,S00924,GARESSIO,,44.199088,8.015214,3
Gattinara,3,S00052,GATTINARA,,45.611523,8.364288,3
Ghemme,3,S00110,GHEMME,,45.595882,8.417135,3
Castell'Alfero,3,S00343,CASTELL`ALFERO,,44.986347,8.220882,3
Castellet. Busca,3,S00720,CASTELLETTO BUSCA,,44.501319,7.463939,3
Castellino T.,3,S00741,CASTELLINO TANARO,,44.41657,7.974321,3
Castelnuovo B.,3,S00836,CASTELNUOVO BELBO,,44.798127,8.42516,3
Castelrosso,3,S00233,CASTELROSSO,,45.201802,7.932162,3
Cavagnolo Brus.,3,S00423,CAVAGNOLO BRUSASCO,,45.153655,8.047534,3
Centallo,3,S00608,CENTALLO,,44.496223,7.591035,3
Cervignasco,3,S00546,CERVIGNASCO,,44.699669,7.518644,3
Bricherasio,3,S00521,BRICHERASIO,,44.824336,7.307513,3
Briona,3,S00113,BRIONA,,45.538568,8.479541,3
Brozolo,3,S00424,BROZOLO,,45.121299,8.05893,3
Bruno,3,S00837,BRUNO,,44.797947,8.439639,3
Busca,3,S00704,BUSCA,,44.520585,7.481589,3
Bussoleno,3,S00208,BUSSOLENO,,45.139631,7.144819,3
Arquata Scrivia,3,S04207,ARQUATA SCRIVIA,,44.692533,8.885342,3
Ceva,3,S00742,CEVA,,44.389861,8.031958,3
Cherasco,3,S00733,CHERASCO,,44.65261,7.867211,3
Chieri,3,S00500,CHIERI,,45.007008,7.827077,3
Chiomonte,3,S00206,CHIOMONTE,,45.119876,6.988716,3
Chivasso,3,S00232,CHIVASSO,,45.193637,7.889666,3
Cocconato,3,S00425,COCCONATO,,45.082926,8.070145,3
Avigliana,3,S00214,AVIGLIANA,,45.085276,7.401096,3
Biv. Castelrosso,3,S00027,BIVIO CASTELROSSO,,45.201871,7.932861,3
Biv. Sesia,3,S00005,BIVIO SESIA,,45.338661,8.441797,3
Bagnasco,3,S00921,BAGNASCO,,44.303264,8.046132,3
Biella S.Paolo,3,S00070,BIELLA S.PAOLO,Biella,45.557334,8.067541,3
Bistagno,3,S00870,BISTAGNO,,44.659256,8.372057,3
Bolzano Novarese,3,S00014,BOLZANO NOVARESE,,45.759357,8.440754,3
Borgo Lavezzaro,3,S00032,BORGO LAVEZZARO,,45.318783,8.703242,3
Borgo Revel,3,S00171,BORGO REVEL,,45.189827,8.02021,3
Borgo Ticino,3,S00981,BORGO TICINO,,45.691943,8.602483,3
Borgo Vercelli,3,S00246,BORGO VERCELLI,,45.359252,8.461474,3
Borgofranco,3,S00152,BORGOFRANCO,,45.514775,7.854612,3
Borgomanero,3,S00016,BORGOMANERO,,45.701054,8.468093,3
Borgone,3,S00210,BORGONE,,45.123191,7.236037,3
Borgoratto,3,S00860,BORGORATTO,,44.835999,8.538182,3
Borgosesia,3,S00104,BORGOSESIA,,45.716798,8.28239,3
Bra,3,S00821,BRA,,44.693556,7.848643,3
Brandizzo,3,S00231,BRANDIZZO,,45.178915,7.841218,3
Breil Sur Roya,3,S00622,BREIL SUR ROYA,,43.890267,7.530915,3
Candelo,3,S00071,CANDELO,,45.547433,8.100103,3
Candiolo,3,S00512,CANDIOLO,,44.961155,7.598973,3
Candoglia Ornav.,3,S01011,CANDOGLIA ORNAVASSO,,45.977489,8.419715,3
Canelli,3,S00832,CANELLI,,44.716716,8.294544,3
Cantalupo,3,S00841,CANTALUPO,,44.864787,8.551357,3
Carentino,3,S00839,CARENTINO,,44.831303,8.470474,3
Carisio,3,S00055,CARISIO,,45.403164,8.21249,3
Carmagnola,3,S00601,CARMAGNOLA,,44.846944,7.72797,3
Carpignano,3,S00971,CARPIGNANO SESIA,,45.528934,8.422898,3
Carru' Clavesana,3,S00738,CARRU` CLAVESANA,,44.479548,7.891414,3
Casale Monferr.,3,S00314,CASALE MONFERRATO,,45.133928,8.460292,3
Casale Popolo,3,S00179,CASALE POPOLO,,45.160434,8.44055,3
Castagnole,3,S00828,CASTAGNOLE DELLE LANZE,,44.749341,8.152836,3
Prasco Cremolino,3,S04101,PRASCO CREMOLINO,,44.648906,8.55001,3
Predosa,3,S04003,PREDOSA,,44.750978,8.651132,3
Rigoroso,3,S04208,RIGOROSO,,44.670577,8.896487,3
Rio Secco,3,S04004,RIO SECCO,,44.722275,8.658805,3
Rivalta Scriv.,3,S04331,RIVALTA SCRIVIA,,44.854158,8.809846,3
Ronco Scrivia,3,S04211,RONCO SCR.,,44.614537,8.949421,4
S.Giuseppe di C.,3,S04805,SAN GIUSEPPE DI CAIRO,,44.370096,8.28864,4
Serravalle Scr.,3,S04206,SERRAVALLE SCRIVIA,,44.72393,8.858548,3
Stazzano Serrav.,3,S04303,STAZZANO SERRAVALLE,,44.719374,8.865301,3
Tortona,3,S01810,TORTONA,,44.900126,8.861777,3
Villalvernia,3,S04301,VILLALVERNIA,,44.810592,8.855655,3
Visone,3,S04100,VISONE,,44.661951,8.500198,3
Agliano C.C.,3,S00804,AGLIANO CASTELNUOVO CALCEA,,44.786108,8.267723,3
Airasca,3,S00514,AIRASCA,,44.928093,7.483536,3
Alice Belcolle,3,S00809,ALICE BELCOLLE,,44.722636,8.440076,3
Alpignano,3,S00216,ALPIGNANO,,45.091077,7.523745,3
Aosta,3,S00137,AOSTA,Aosta,45.73407,7.322424,4
Arona,3,S01020,ARONA,,45.755392,8.559075,3
Acqui Terme,3,S00867,ACQUI TERME,,44.67407,8.474482,3
Alessandria,3,S00470,ALESSANDRIA,Alessandria,44.909091,8.606498,3
DE Tortona,3,S01050,DEVIATOIO ESTREMO TORTONA,Bivio Tortona,44.895759,8.840548,3
Cassano Spinola,3,S04302,CASSANO SPINOLA,,44.762631,8.858833,3
Castelspina P.,3,S04001,CASTELSPINA PORTANOVA,,44.796662,8.62203,3
Donna,3,S04202,DONNA,,44.818902,8.712792,3
Frugarolo B.,3,S04200,FRUGAROLO BOSCOMARENGO,,44.841687,8.682724,3
Genova Voltri,3,S04534,GENOVA VOLTRI,,44.428467,8.758163,4
Molare,3,S04102,MOLARE,,44.621975,8.609904,3
Novi Ligure,3,S04203,NOVI LIGURE,,44.762521,8.787289,3
Ovada,3,S04103,OVADA,,44.630377,8.632301,3
Ovada Nord,3,S04007,OVADA NORD,,44.646656,8.644633,3
Pozzolo Formig.,3,S04330,POZZOLO FORMIGARO,,44.797395,8.782521,3
Donnaz,4,S00148,DONNAZ,,45.602713,7.769563,3
Arvier,4,S00134,ARVIER,,45.704259,7.166681,3
Aosta V.Europa,4,S00146,AOSTA VIALE EUROPA,,45.733294,7.297371,3
Avise,4,S00133,AVISE,,45.706296,7.131285,3
Villeneuve,4,S00135,VILLENEUVE,,45.706648,7.213481,3
Pont S.Martin,4,S00149,PONT SAINT MARTIN,,45.589834,7.795024,3
Nus,4,S00140,NUS,,45.738786,7.4712,3
Verres,4,S00145,VERRES,,45.659822,7.690012,3
Derby,4,S00162,DERBY,,45.730289,7.087018,3
Sarre,4,S00136,SARRE,,45.717919,7.258468,3
Montjovet,4,S00144,MONTJOVET,,45.704586,7.666871,3
Morgex,4,S00131,MORGEX,,45.757055,7.033898,3
Pre' S. Didier,4,S00130,PRE` SAINT DIDIER,,45.7636,6.99105,3
Quart,4,S00138,QUART,,45.741372,7.414645,3
Hone Bard,4,S00147,HONE BARD,,45.613918,7.741345,3
Ivrea,4,S00154,IVREA,,45.461542,7.876348,4
La Salle,4,S00132,LA SALLE,,45.744637,7.061987,3
Saint Pierre,4,S00161,SAINT PIERRE,,45.708146,7.229338,3
Chambave,4,S00141,CHAMBAVE,,45.744163,7.557301,3
Chatillon S.V.,4,S00142,CHATILLON SAINT VINCENT,,45.7434,7.619309,3
Aosta,4,S00137,AOSTA,Aosta,45.73407,7.322424,3
Aosta Istituto,4,S00143,AOSTA ISTITUTO,,45.732938,7.303076,3
Greccio,5,S07403,GRECCIO,,42.462872,12.777009,3
Grosseto,5,S06039,GROSSETO,Grosseto,42.76728,11.1065,4
Grotte S.Stefano,5,S08301,GROTTE S.STEFANO,,42.51512,12.169372,3
Isola Liri,5,S08858,ISOLA LIRI,,41.681712,13.581088,3
Itri,5,S08607,ITRI,,41.271328,13.545549,3
La Giustiniana,5,S08321,LA GIUSTINIANA,,41.985243,12.403457,3
La Storta,5,S08320,LA STORTA,,42.001748,12.381254,3
Lanuvio,5,S08733,LANUVIO,,41.672211,12.690885,3
Latina,5,S08608,LATINA,Latina,41.538372,12.945888,3
Bagni di Tivoli,5,S08504,BAGNI DI TIVOLI,,41.949593,12.722208,3
Bassano Romano,5,S08312,BASSANO ROMANO,,42.212444,12.152302,3
Salone,5,S08502,SALONE,,41.915253,12.636215,3
Sassone,5,S08712,SASSONE,,41.783777,12.625832,3
Sezze Romano,5,S08609,SEZZE ROMANO,,41.495542,13.038452,3
Sora,5,S08857,SORA,,41.716618,13.618601,3
Stimigliano,5,S08212,STIMIGLIANO,,42.289811,12.568632,3
Terni,5,S07226,TERNI,Terni,42.570768,12.651091,4
Ferentino-Supino,5,S08661,FERENTINO-SUPINO,,41.6564,13.246971,3
Fiumicino Aerop.,5,S08411,FIUMICINO AEROPORTO,,41.793673,12.251728,3
Formia-Gaeta,5,S08640,FORMIA-GAETA,,41.258773,13.605996,3
Corchiano,5,S08112,CORCHIANO,,42.361351,12.341846,3
Castel Madama,5,S08510,CASTEL MADAMA,,41.988389,12.864938,3
Castel S.Angelo,5,S07407,CASTEL S.ANGELO,,42.379666,13.017612,3
Cecchina,5,S08732,CECCHINA,,41.692029,12.650992,3
Ceprano-Falvater,5,S08666,CEPRANO-FALVATERRA,,41.523962,13.523481,3
Ladispoli-Cervet,5,S08021,LADISPOLI-CERVETERI,,41.953502,12.081675,3
Cesano,5,S08319,CESANO DI ROMA,,42.061833,12.326669,3
Ciampino,5,S08650,CIAMPINO,,41.804442,12.599546,3
Cittaducale,5,S07406,CITTADUCALE,,42.387764,12.94269,3
Civita Castel.,5,S08211,CIVITA CASTELLANA,,42.346593,12.453821,3
Civitavecchia,5,S08010,CIVITAVECCHIA,,42.088287,11.79815,3
Colle Mattia,5,S08651,COLLE MATTIA,,41.832756,12.728329,3
Collevecchio,5,S08221,COLLEVECCHIO,,42.298089,12.520546,3
Bracciano,5,S08315,BRACCIANO,,42.103667,12.173023,3
Cancelliera,5,S08735,CANCELLIERA,,41.710587,12.621758,3
Canetra,5,S07429,CANETRA,,42.391578,13.029159,3
Capannelle,5,S08672,CAPANNELLE,,41.830713,12.568884,3
Caprarola,5,S08110,CAPRAROLA,,42.303815,12.258238,3
Carsoli,5,S08519,CARSOLI,,42.09578,13.080388,4
Casabianca,5,S08730,CASABIANCA,,41.788327,12.60431,3
Cassino,5,S08671,CASSINO,,41.484306,13.832125,3
Castel Bagnolo,5,S08114,CASTEL BAGNOLO DI ORTE,,42.400183,12.400781,3
Acqua Acetosa,5,S08715,ACQUA ACETOSA,,41.794294,12.616449,3
Albano Laziale,5,S08704,ALBANO LAZIALE,,41.72632,12.658056,3
Anagni-Fiuggi,5,S08658,ANAGNI-FIUGGI,,41.71037,13.09597,3
Anguillara,5,S08318,ANGUILLARA,,42.068133,12.304978,3
Antrodoco B.V.,5,S07408,ANTRODOCO BORGO VELINO,,42.415393,13.076193,3
Antrodoco Centro,5,S07435,ANTRODOCO CENTRO,,42.409844,13.07096,3
Anzio,5,S08709,ANZIO,,41.4532,12.633205,3
Aprilia,5,S08705,APRILIA,,41.592386,12.639126,3
Arce,5,S08861,ARCE,,41.583695,13.571848,3
Arsoli,5,S08516,ARSOLI,,42.045852,13.013064,3
Attigliano,5,S08207,ATTIGLIANO,,42.518054,12.294761,4
Fabrica di Roma,5,S08111,FABRICA DI ROMA,,42.334416,12.307467,3
De Km2.730 RM Tu,5,S08410,DEVIATOIO ESTREMO KM 2.730-ROMA T.LANA,,41.887491,12.527216,3
Campo di Carne,5,S08706,CAMPO DI CARNE,,41.552116,12.635125,3
Anzio Colonia,5,S08713,ANZIO COLONIA,,41.459893,12.617442,3
Pavona,5,S08731,PAVONA,,41.723897,12.61116,3
Terracina,5,S08809,TERRACINA,,41.29697,13.244055,3
Viterbo P.F.,5,S08304,VITERBO PORTA FIORENTINA,Viterbo,42.425237,12.106204,3
Zagarolo,5,S08652,ZAGAROLO,,41.821927,12.82692,3
Fidene,5,S08235,FIDENE,,41.979773,12.508451,3
Pomezia,5,S08601,POMEZIA - S.PALOMBA,,41.706171,12.573611,3
Tarquinia,5,S08009,TARQUINIA,,42.239463,11.727009,3
Gallese,5,S08210,GALLESE IN TEVERINA,,42.380901,12.439732,3
La Fiora,5,S08808,LA FIORA,,41.331487,13.200365,3
Mandela-Sambuci,5,S08512,MANDELA-SAMBUCI,,42.016212,12.921976,3
S. Eurosia,5,S08739,S. EUROSIA,,41.675927,12.755105,3
Santa Marinella,5,S08015,SANTA MARINELLA,,42.035892,11.863122,3
S.Martino Cimino,5,S08307,S.MARTINO AL CIMINO,,42.382043,12.108104,3
Poggio Fidoni,5,S07428,POGGIO FIDONI,,42.395811,12.795429,3
Morolo,5,S08660,MOROLO,,41.667018,13.194557,3
Cotilia,5,S07432,COTILIA,,42.372602,12.96871,3
Velletri,5,S08734,VELLETRI,,41.682421,12.780864,3
Venafro,5,S09060,VENAFRO,,41.482975,14.048722,4
Vetralla,5,S08309,VETRALLA,,42.304619,12.089137,3
Vico Matrino,5,S08310,VICO MATRINO,,42.278028,12.121681,3
Vigna di Valle,5,S08316,VIGNA DI VALLE,,42.076863,12.210716,3
Villa Bonelli,5,S08399,VILLA BONELLI,,41.8477601,12.455223,3
Villa Claudia,5,S08714,VILLA CLAUDIA,,41.484326,12.61709,3
Lunghezza,5,S08503,LUNGHEZZA,,41.923253,12.667212,3
Maccarese,5,S08020,MACCARESE,,41.879372,12.23695,3
Magliana,5,S08404,MAGLIANA,,41.834235,12.431017,3
Manziana,5,S08314,MANZIANA-CANALE MONTERANO,,42.128246,12.134934,3
Marino,5,S08701,MARINO,,41.768961,12.655994,3
Minturno,5,S09150,MINTURNO,,41.257621,13.720664,3
Fara Sabina,5,S08214,FARA SABINA,,42.155546,12.648323,3
Balsorano,5,S08856,BALSORANO,,41.809427,13.556546,4
Nuovo Salario,5,S08231,NUOVO SALARIO,,41.956195,12.510317,3
Oriolo,5,S08313,ORIOLO,,42.166825,12.138499,3
Orte,5,S08209,ORTE,,42.43728,12.408986,3
Padiglione,5,S08707,PADIGLIONE,,41.513518,12.629476,3
Torre in Piet. P,5,S08019,TORRE IN PIETRA-PALIDORO,,41.92432,12.183116,3
Torricola,5,S08600,TORRICOLA,,41.809538,12.557716,3
Tre Croci,5,S08308,TRE CROCI,,42.331525,12.086159,3
Contigliano,5,S07404,CONTIGLIANO,,42.412072,12.779144,3
Lido di Lavinio,5,S08708,LIDO DI LAVINIO,,41.500599,12.625926,3
Ronciglione,5,S08109,RONCIGLIONE,,42.282499,12.219437,3
Roviano,5,S08515,ROVIANO,,42.026476,12.991119,3
Nettuno,5,S08710,NETTUNO,,41.459558,12.662123,3
